ticket_id,source,category,subcategory,priority,sla_target_hours,created_at,closed_at,resolution_hours,status,description
10352,UWA Lab A,Install,Rack,Low,72,2025-07-06 09:43:00,2025-07-07 08:44:16.097614,23.0,Closed,Performance degradation observed on rack during peak hours.
10353,IKEA Perth,Network,Switch,Medium,48,2025-07-06 12:23:00,2025-07-07 17:43:33.256872,29.3,Closed,Request to configure switch and verify connectivity.
10354,UWA Lab B,Hardware,Printer,Low,72,2025-07-06 14:56:00,2025-07-07 01:52:55.873785,10.9,Closed,Reported issue with printer causing intermittent failures.
10355,UWA Lab A,Install,Config,Medium,48,2025-07-06 09:08:00,2025-07-07 01:13:20.619400,16.1,Closed,Request to configure config and verify connectivity.
10356,IKEA Perth,Install,Config,Low,72,2025-07-07 17:11:00,2025-07-08 10:45:07.324078,17.6,Closed,Reported issue with config causing intermittent failures.
10357,IKEA Perth,Network,Switch,High,24,2025-07-07 14:50:00,2025-07-09 08:07:15.432788,41.3,Closed,Reported issue with switch causing intermittent failures.
10358,UWA Lab B,Network,VPN,Medium,48,2025-07-07 12:00:00,2025-07-09 08:26:43.996754,44.4,Closed,"Access error related to vpn, needs privilege review."
10359,IKEA Perth,Network,WiFi,Low,72,2025-07-07 11:08:00,2025-07-08 09:15:29.692107,22.1,Closed,"Access error related to wifi, needs privilege review."
10360,Perth Airport T4,Account,Password reset,High,24,2025-07-07 16:33:00,2025-07-08 00:39:59.047805,8.1,Closed,Performance degradation observed on password reset during peak hours.
10361,UWA Lab B,Install,Site survey,Medium,48,2025-07-07 13:01:00,2025-07-08 15:45:52.318442,26.7,Closed,Performance degradation observed on site survey during peak hours.
10362,Perth Airport T4,Install,Rack,Medium,48,2025-07-07 07:24:00,2025-07-08 08:11:39.632828,24.8,Closed,Request to configure rack and verify connectivity.
10363,Perth Airport T4,Install,Cabling,Low,72,2025-07-08 08:35:00,2025-07-10 01:22:25.613065,40.8,Closed,Performance degradation observed on cabling during peak hours.
10364,UWA Lab A,Network,WiFi,Medium,48,2025-07-08 09:26:00,2025-07-09 17:17:26.313934,31.9,Closed,Reported issue with wifi causing intermittent failures.
10365,UWA Lab A,Hardware,Printer,Low,72,2025-07-08 10:49:00,2025-07-09 15:30:15.151453,28.7,Closed,"Access error related to printer, needs privilege review."
10366,UWA Lab B,Install,Site survey,Low,72,2025-07-08 14:21:00,2025-07-09 16:57:46.967236,26.6,Closed,Reported issue with site survey causing intermittent failures.
10367,UWA Lab B,Account,Password reset,Low,72,2025-07-08 08:57:00,2025-07-09 00:13:19.847989,15.3,Closed,Password reset not responding; user reports frequent timeouts.
10368,UWA Lab A,Hardware,Laptop,Medium,48,2025-07-08 17:20:00,2025-07-10 00:39:04.193843,31.3,Closed,Reported issue with laptop causing intermittent failures.
10369,Perth Airport T4,Network,WiFi,High,24,2025-07-08 09:21:00,2025-07-09 18:43:54.731693,33.4,Closed,Deployment blocker: wifi fails post‑install validation.
10370,IKEA Perth,Hardware,Laptop,Low,72,2025-07-09 14:51:00,2025-07-10 01:40:59.684438,10.8,Closed,Laptop not responding; user reports frequent timeouts.
10371,IKEA Perth,Network,WiFi,Low,72,2025-07-09 14:51:00,2025-07-10 18:08:10.673865,27.3,Closed,Deployment blocker: wifi fails post‑install validation.
10372,UWA Lab A,Network,VPN,Medium,48,2025-07-09 09:30:00,2025-07-10 19:31:40.649908,34.0,Closed,Reported issue with vpn causing intermittent failures.
10373,Perth Airport T4,Install,Config,Low,72,2025-07-09 07:45:00,2025-07-09 18:09:34.291269,10.4,Closed,"Access error related to config, needs privilege review."
10374,UWA Lab A,Install,Rack,Medium,48,2025-07-09 10:30:00,2025-07-10 05:20:57.875083,18.8,Closed,Performance degradation observed on rack during peak hours.
10375,Perth Airport T4,Account,Password reset,Low,72,2025-07-09 15:54:00,2025-07-09 16:24:00,0.5,Closed,Deployment blocker: password reset fails post‑install validation.
10376,UWA Lab B,Install,Cabling,Low,72,2025-07-09 15:41:00,2025-07-10 09:07:32.494742,17.4,Closed,Cabling not responding; user reports frequent timeouts.
10377,UWA Lab B,Network,VPN,Low,72,2025-07-09 12:07:00,2025-07-10 15:44:55.178425,27.6,Closed,Performance degradation observed on vpn during peak hours.
10378,UWA Lab B,Account,Password reset,Medium,48,2025-07-09 16:40:00,2025-07-10 06:54:48.805121,14.2,Closed,"Access error related to password reset, needs privilege review."
10379,Perth Airport T4,Install,Site survey,High,24,2025-07-10 12:35:00,2025-07-11 14:56:40.191876,26.4,Closed,"Access error related to site survey, needs privilege review."
10380,UWA Lab B,Hardware,Laptop,Low,72,2025-07-10 17:51:00,2025-07-11 10:17:55.147142,16.4,Closed,"Access error related to laptop, needs privilege review."
10381,Perth Airport T4,Hardware,Printer,High,24,2025-07-10 13:06:00,2025-07-11 06:27:31.228014,17.4,Closed,Printer not responding; user reports frequent timeouts.
10382,IKEA Perth,Network,VPN,Medium,48,2025-07-10 17:53:00,2025-07-12 14:52:39.168722,45.0,Closed,Reported issue with vpn causing intermittent failures.
10383,UWA Lab B,Install,Config,Medium,48,2025-07-10 09:31:00,,,Open,Performance degradation observed on config during peak hours.
10384,UWA Lab B,Network,VPN,High,24,2025-07-10 09:46:00,2025-07-11 19:31:22.202031,33.8,Closed,Reported issue with vpn causing intermittent failures.
10385,UWA Lab B,Hardware,Laptop,Medium,48,2025-07-10 10:17:00,2025-07-10 15:21:40.055511,5.1,Closed,Request to configure laptop and verify connectivity.
10386,IKEA Perth,Install,Config,Low,72,2025-07-10 15:55:00,2025-07-11 01:42:34.783358,9.8,Closed,Performance degradation observed on config during peak hours.
10387,IKEA Perth,Install,Rack,Low,72,2025-07-10 17:22:00,2025-07-11 05:39:02.847139,12.3,Closed,Rack not responding; user reports frequent timeouts.
10388,UWA Lab A,Install,Rack,Medium,48,2025-07-10 17:45:00,2025-07-11 16:16:18.328098,22.5,Closed,Performance degradation observed on rack during peak hours.
10389,Perth Airport T4,Install,Cabling,Medium,48,2025-07-11 11:48:00,2025-07-12 05:46:32.797501,18.0,Closed,Request to configure cabling and verify connectivity.
10390,Perth Airport T4,Account,Password reset,Medium,48,2025-07-11 08:39:00,2025-07-11 19:06:07.603618,10.5,Closed,Performance degradation observed on password reset during peak hours.
10391,UWA Lab B,Account,Password reset,Low,72,2025-07-11 11:44:00,2025-07-12 04:34:29.256640,16.8,Closed,Deployment blocker: password reset fails post‑install validation.
10392,Perth Airport T4,Hardware,Laptop,Low,72,2025-07-11 14:53:00,2025-07-12 07:00:46.609754,16.1,Closed,Performance degradation observed on laptop during peak hours.
10393,UWA Lab A,Account,Permissions,High,24,2025-07-11 16:12:00,2025-07-12 10:09:09.720788,18.0,Closed,Permissions not responding; user reports frequent timeouts.
10394,Perth Airport T4,Hardware,Desktop,Low,72,2025-07-11 13:17:00,2025-07-12 08:48:12.141856,19.5,Closed,Desktop not responding; user reports frequent timeouts.
10395,Perth Airport T4,Network,Switch,Low,72,2025-07-11 09:02:00,2025-07-12 14:49:44.811042,29.8,Closed,Request to configure switch and verify connectivity.
10396,UWA Lab A,Account,Permissions,Medium,48,2025-07-11 12:33:00,2025-07-11 15:28:45.476566,2.9,Closed,Permissions not responding; user reports frequent timeouts.
10397,UWA Lab B,Hardware,Desktop,Medium,48,2025-07-11 12:14:00,2025-07-12 03:44:32.015318,15.5,Closed,Performance degradation observed on desktop during peak hours.
10398,UWA Lab B,Hardware,Desktop,Urgent,8,2025-07-12 14:15:00,2025-07-15 03:27:37.666682,61.2,Closed,"Access error related to desktop, needs privilege review."
10399,Perth Airport T4,Install,Rack,Medium,48,2025-07-12 08:24:00,2025-07-12 15:16:21.059525,6.9,Closed,Performance degradation observed on rack during peak hours.
10400,UWA Lab B,Hardware,Laptop,Medium,48,2025-07-12 08:06:00,2025-07-12 23:35:38.749312,15.5,Closed,"Access error related to laptop, needs privilege review."
10401,Perth Airport T4,Account,Permissions,Low,72,2025-07-12 10:55:00,2025-07-13 02:27:38.479244,15.5,Closed,Reported issue with permissions causing intermittent failures.
10402,Perth Airport T4,Network,VPN,Medium,48,2025-07-12 08:04:00,,,Open,Request to configure vpn and verify connectivity.
10403,IKEA Perth,Account,Permissions,High,24,2025-07-12 14:40:00,2025-07-13 05:44:23.237863,15.1,Closed,Request to configure permissions and verify connectivity.
10404,Perth Airport T4,Account,Permissions,Medium,48,2025-07-13 08:22:00,2025-07-13 08:56:58.311815,0.6,Closed,Reported issue with permissions causing intermittent failures.
10405,Perth Airport T4,Hardware,Laptop,Low,72,2025-07-13 13:25:00,2025-07-13 22:47:41.576532,9.4,Closed,Reported issue with laptop causing intermittent failures.
10406,IKEA Perth,Hardware,Desktop,Medium,48,2025-07-13 17:09:00,2025-07-14 14:31:55.659831,21.4,Closed,Performance degradation observed on desktop during peak hours.
10407,IKEA Perth,Account,Password reset,Low,72,2025-07-13 15:35:00,2025-07-13 16:28:53.978797,0.9,Closed,Request to configure password reset and verify connectivity.
10408,IKEA Perth,Network,AP install,Low,72,2025-07-14 16:54:00,,,Open,"Access error related to ap install, needs privilege review."
10409,UWA Lab A,Hardware,Printer,Medium,48,2025-07-14 10:46:00,2025-07-15 01:41:50.475948,14.9,Closed,Request to configure printer and verify connectivity.
10410,Perth Airport T4,Hardware,Desktop,Low,72,2025-07-14 12:39:00,2025-07-15 08:24:44.743045,19.8,Closed,Performance degradation observed on desktop during peak hours.
10411,UWA Lab A,Account,Permissions,High,24,2025-07-14 09:00:00,2025-07-14 20:16:16.066432,11.3,Closed,Permissions not responding; user reports frequent timeouts.
10412,UWA Lab B,Account,Permissions,Low,72,2025-07-14 14:29:00,2025-07-14 15:56:08.557133,1.5,Closed,Request to configure permissions and verify connectivity.
10413,UWA Lab A,Network,WiFi,High,24,2025-07-15 11:46:00,2025-07-18 06:10:14.363311,66.4,Closed,Reported issue with wifi causing intermittent failures.
10414,Perth Airport T4,Account,Password reset,High,24,2025-07-15 07:35:00,2025-07-15 08:08:44.482393,0.6,Closed,"Access error related to password reset, needs privilege review."
10415,UWA Lab A,Hardware,Desktop,Medium,48,2025-07-15 16:46:00,2025-07-16 05:52:44.967674,13.1,Closed,Desktop not responding; user reports frequent timeouts.
10416,UWA Lab B,Hardware,Printer,Medium,48,2025-07-15 16:43:00,2025-07-16 15:08:24.289053,22.4,Closed,"Access error related to printer, needs privilege review."
10417,IKEA Perth,Network,AP install,Medium,48,2025-07-15 09:47:00,2025-07-16 12:04:41.320880,26.3,Closed,Request to configure ap install and verify connectivity.
10418,IKEA Perth,Network,VPN,Low,72,2025-07-15 12:24:00,2025-07-16 10:35:22.647902,22.2,Closed,Deployment blocker: vpn fails post‑install validation.
10419,UWA Lab A,Install,Cabling,Low,72,2025-07-15 17:53:00,2025-07-16 14:58:53.233087,21.1,Closed,Performance degradation observed on cabling during peak hours.
10420,UWA Lab B,Network,AP install,Medium,48,2025-07-15 15:16:00,2025-07-16 11:28:43.629398,20.2,Closed,AP install not responding; user reports frequent timeouts.
10421,UWA Lab A,Hardware,Laptop,Medium,48,2025-07-15 16:00:00,2025-07-16 16:32:25.568079,24.5,Closed,Laptop not responding; user reports frequent timeouts.
10422,IKEA Perth,Network,Switch,Low,72,2025-07-16 17:14:00,2025-07-17 21:06:39.978402,27.9,Closed,Request to configure switch and verify connectivity.
10423,UWA Lab B,Account,MFA,Medium,48,2025-07-16 17:53:00,2025-07-17 08:41:12.454898,14.8,Closed,MFA not responding; user reports frequent timeouts.
10424,IKEA Perth,Network,AP install,Medium,48,2025-07-16 09:33:00,2025-07-18 10:31:25.851167,49.0,Closed,"Access error related to ap install, needs privilege review."
10425,UWA Lab A,Install,Cabling,High,24,2025-07-16 16:30:00,2025-07-17 20:48:22.088414,28.3,Closed,Cabling not responding; user reports frequent timeouts.
10426,IKEA Perth,Network,VPN,High,24,2025-07-16 11:10:00,2025-07-17 19:59:42.741823,32.8,Closed,Request to configure vpn and verify connectivity.
10427,IKEA Perth,Install,Cabling,Medium,48,2025-07-16 15:55:00,2025-07-17 14:30:06.006287,22.6,Closed,Performance degradation observed on cabling during peak hours.
10428,Perth Airport T4,Hardware,Desktop,Low,72,2025-07-16 15:32:00,2025-07-17 14:21:02.502953,22.8,Closed,Reported issue with desktop causing intermittent failures.
10429,Perth Airport T4,Hardware,Desktop,High,24,2025-07-16 17:27:00,2025-07-17 10:20:37.057894,16.9,Closed,Request to configure desktop and verify connectivity.
10430,IKEA Perth,Install,Config,High,24,2025-07-16 16:06:00,2025-07-17 08:17:53.320291,16.2,Closed,Request to configure config and verify connectivity.
10431,Perth Airport T4,Hardware,Desktop,Low,72,2025-07-16 13:16:00,2025-07-17 06:37:02.638791,17.4,Closed,Performance degradation observed on desktop during peak hours.
10432,UWA Lab B,Hardware,Printer,Medium,48,2025-07-17 09:27:00,2025-07-18 01:27:26.339263,16.0,Closed,Request to configure printer and verify connectivity.
10433,UWA Lab A,Network,VPN,Medium,48,2025-07-17 13:48:00,2025-07-18 10:57:58.820926,21.2,Closed,"Access error related to vpn, needs privilege review."
10434,IKEA Perth,Install,Config,Medium,48,2025-07-17 12:49:00,2025-07-18 06:29:46.605141,17.7,Closed,Performance degradation observed on config during peak hours.
10435,IKEA Perth,Network,WiFi,Medium,48,2025-07-17 09:06:00,2025-07-18 09:32:50.216851,24.4,Closed,Deployment blocker: wifi fails post‑install validation.
10436,IKEA Perth,Install,Cabling,Medium,48,2025-07-17 14:59:00,2025-07-18 05:51:38.479209,14.9,Closed,Reported issue with cabling causing intermittent failures.
10437,UWA Lab A,Network,AP install,Low,72,2025-07-17 13:39:00,2025-07-18 13:46:49.277021,24.1,Closed,Request to configure ap install and verify connectivity.
10438,Perth Airport T4,Account,Permissions,High,24,2025-07-17 10:54:00,2025-07-18 00:09:51.693474,13.3,Closed,"Access error related to permissions, needs privilege review."
10439,IKEA Perth,Hardware,Printer,Medium,48,2025-07-17 12:15:00,2025-07-17 22:29:30.484639,10.2,Closed,Printer not responding; user reports frequent timeouts.
10440,UWA Lab B,Network,Switch,Medium,48,2025-07-17 08:58:00,2025-07-18 04:39:55.019495,19.7,Closed,Request to configure switch and verify connectivity.
10441,UWA Lab A,Account,Permissions,Low,72,2025-07-17 10:38:00,2025-07-17 22:42:43.624649,12.1,Closed,Deployment blocker: permissions fails post‑install validation.
10442,UWA Lab B,Network,AP install,Medium,48,2025-07-18 08:51:00,2025-07-19 04:13:45.626284,19.4,Closed,Request to configure ap install and verify connectivity.
10443,UWA Lab B,Install,Site survey,Urgent,8,2025-07-18 10:48:00,2025-07-19 15:02:39.707891,28.2,Closed,Deployment blocker: site survey fails post‑install validation.
10444,Perth Airport T4,Account,Permissions,Medium,48,2025-07-18 10:43:00,2025-07-18 18:25:38.038272,7.7,Closed,Request to configure permissions and verify connectivity.
10445,Perth Airport T4,Hardware,Laptop,Medium,48,2025-07-18 11:05:00,2025-07-19 10:58:09.882075,23.9,Closed,Performance degradation observed on laptop during peak hours.
10446,IKEA Perth,Install,Cabling,Medium,48,2025-07-18 17:59:00,2025-07-19 08:16:46.689455,14.3,Closed,Deployment blocker: cabling fails post‑install validation.
10447,IKEA Perth,Account,Password reset,High,24,2025-07-18 10:53:00,2025-07-19 06:36:19.922419,19.7,Closed,"Access error related to password reset, needs privilege review."
10448,Perth Airport T4,Hardware,Printer,High,24,2025-07-18 15:02:00,2025-07-19 08:39:13.540831,17.6,Closed,Request to configure printer and verify connectivity.
10449,UWA Lab A,Account,MFA,Medium,48,2025-07-18 15:17:00,2025-07-18 15:47:00,0.5,Closed,"Access error related to mfa, needs privilege review."
10450,UWA Lab B,Network,VPN,High,24,2025-07-18 09:29:00,2025-07-19 22:06:36.008125,36.6,Closed,Performance degradation observed on vpn during peak hours.
10451,Perth Airport T4,Hardware,Laptop,Low,72,2025-07-18 16:06:00,2025-07-19 09:25:33.733053,17.3,Closed,"Access error related to laptop, needs privilege review."
10452,UWA Lab A,Install,Rack,Low,72,2025-07-18 14:27:00,2025-07-19 02:06:54.683960,11.7,Closed,Performance degradation observed on rack during peak hours.
10453,UWA Lab B,Install,Site survey,Low,72,2025-07-19 10:52:00,2025-07-21 00:39:31.705803,37.8,Closed,Request to configure site survey and verify connectivity.
10454,UWA Lab B,Install,Config,Low,72,2025-07-19 07:11:00,2025-07-20 06:01:21.023286,22.8,Closed,Config not responding; user reports frequent timeouts.
10455,UWA Lab B,Install,Site survey,Low,72,2025-07-19 16:03:00,2025-07-20 02:30:13.939475,10.5,Closed,Performance degradation observed on site survey during peak hours.
10456,UWA Lab A,Network,AP install,Medium,48,2025-07-19 12:23:00,2025-07-20 09:53:20.405371,21.5,Closed,Request to configure ap install and verify connectivity.
10457,Perth Airport T4,Hardware,Scanner,Medium,48,2025-07-19 16:12:00,2025-07-20 05:25:20.345906,13.2,Closed,Performance degradation observed on scanner during peak hours.
10458,UWA Lab A,Account,Password reset,Medium,48,2025-07-19 08:24:00,2025-07-19 13:10:49.775480,4.8,Closed,Deployment blocker: password reset fails post‑install validation.
10459,UWA Lab B,Account,MFA,Medium,48,2025-07-20 08:05:00,2025-07-20 09:56:17.531055,1.9,Closed,MFA not responding; user reports frequent timeouts.
10460,UWA Lab A,Hardware,Laptop,Medium,48,2025-07-20 12:47:00,2025-07-20 20:50:50.114880,8.1,Closed,Deployment blocker: laptop fails post‑install validation.
10461,Perth Airport T4,Hardware,Desktop,Low,72,2025-07-20 11:47:00,2025-07-21 11:38:42.423618,23.9,Closed,Reported issue with desktop causing intermittent failures.
10462,Perth Airport T4,Network,VPN,Low,72,2025-07-20 15:48:00,2025-07-23 02:15:59.264097,58.5,Closed,Reported issue with vpn causing intermittent failures.
10463,UWA Lab A,Network,VPN,Low,72,2025-07-21 14:40:00,2025-07-22 11:26:21.326245,20.8,Closed,"Access error related to vpn, needs privilege review."
10464,Perth Airport T4,Install,Cabling,Medium,48,2025-07-21 15:59:00,2025-07-22 17:23:06.031535,25.4,Closed,Deployment blocker: cabling fails post‑install validation.
10465,UWA Lab B,Network,AP install,Medium,48,2025-07-21 16:27:00,2025-07-22 14:21:26.739902,21.9,Closed,Performance degradation observed on ap install during peak hours.
10466,UWA Lab B,Account,MFA,Medium,48,2025-07-21 11:09:00,2025-07-21 21:20:01.399318,10.2,Closed,Reported issue with mfa causing intermittent failures.
10467,UWA Lab A,Hardware,Desktop,Low,72,2025-07-21 14:48:00,2025-07-22 00:53:57.677814,10.1,Closed,Reported issue with desktop causing intermittent failures.
10468,IKEA Perth,Install,Site survey,High,24,2025-07-21 13:25:00,2025-07-22 12:06:52.157692,22.7,Closed,Performance degradation observed on site survey during peak hours.
10469,UWA Lab B,Network,WiFi,Medium,48,2025-07-22 16:51:00,2025-07-23 17:41:34.445201,24.8,Closed,Request to configure wifi and verify connectivity.
10470,UWA Lab B,Hardware,Laptop,Low,72,2025-07-22 14:17:00,2025-07-23 21:59:34.837681,31.7,Closed,Deployment blocker: laptop fails post‑install validation.
10471,IKEA Perth,Network,WiFi,Low,72,2025-07-22 09:06:00,2025-07-23 09:51:22.599697,24.8,Closed,WiFi not responding; user reports frequent timeouts.
10472,Perth Airport T4,Account,Permissions,Low,72,2025-07-22 11:50:00,2025-07-22 23:07:22.660653,11.3,Closed,Request to configure permissions and verify connectivity.
10473,UWA Lab A,Hardware,Printer,Low,72,2025-07-22 09:03:00,2025-07-23 06:55:48.152579,21.9,Closed,Deployment blocker: printer fails post‑install validation.
10474,IKEA Perth,Network,VPN,Low,72,2025-07-22 08:49:00,2025-07-23 14:14:03.084817,29.4,Closed,Deployment blocker: vpn fails post‑install validation.
10475,IKEA Perth,Install,Config,Medium,48,2025-07-22 08:33:00,2025-07-23 05:40:18.412659,21.1,Closed,Config not responding; user reports frequent timeouts.
10476,UWA Lab A,Hardware,Laptop,Low,72,2025-07-22 08:16:00,2025-07-22 23:06:54.320804,14.8,Closed,Request to configure laptop and verify connectivity.
10477,IKEA Perth,Hardware,Printer,Urgent,8,2025-07-23 13:20:00,,,Open,Request to configure printer and verify connectivity.
10478,IKEA Perth,Account,MFA,Low,72,2025-07-23 16:09:00,2025-07-24 09:28:57.539530,17.3,Closed,Reported issue with mfa causing intermittent failures.
10479,Perth Airport T4,Network,VPN,Medium,48,2025-07-23 17:03:00,,,Open,Performance degradation observed on vpn during peak hours.
10480,IKEA Perth,Network,WiFi,Medium,48,2025-07-23 12:51:00,2025-07-24 11:43:36.463110,22.9,Closed,Performance degradation observed on wifi during peak hours.
10481,UWA Lab A,Network,VPN,Medium,48,2025-07-23 07:31:00,2025-07-24 16:31:22.302235,33.0,Closed,"Access error related to vpn, needs privilege review."
10482,IKEA Perth,Hardware,Scanner,Medium,48,2025-07-23 16:58:00,2025-07-24 05:51:29.766291,12.9,Closed,Scanner not responding; user reports frequent timeouts.
10483,UWA Lab B,Network,AP install,Low,72,2025-07-23 12:29:00,,,Open,Performance degradation observed on ap install during peak hours.
10484,Perth Airport T4,Hardware,Desktop,Medium,48,2025-07-23 08:42:00,2025-07-23 21:12:55.020659,12.5,Closed,Deployment blocker: desktop fails post‑install validation.
10485,IKEA Perth,Hardware,Scanner,Medium,48,2025-07-24 17:20:00,2025-07-25 17:37:40.371587,24.3,Closed,"Access error related to scanner, needs privilege review."
10486,IKEA Perth,Account,Password reset,Low,72,2025-07-24 07:36:00,2025-07-24 17:36:01.182155,10.0,Closed,Deployment blocker: password reset fails post‑install validation.
10487,UWA Lab A,Account,Permissions,Low,72,2025-07-24 08:00:00,2025-07-24 15:45:26.836009,7.8,Closed,Permissions not responding; user reports frequent timeouts.
10488,UWA Lab B,Account,Password reset,High,24,2025-07-24 13:52:00,2025-07-25 06:34:58.960534,16.7,Closed,Performance degradation observed on password reset during peak hours.
10489,Perth Airport T4,Network,Switch,Medium,48,2025-07-24 08:13:00,2025-07-25 13:04:13.868802,28.9,Closed,Reported issue with switch causing intermittent failures.
10490,UWA Lab B,Network,AP install,Low,72,2025-07-24 09:35:00,2025-07-25 04:30:23.529760,18.9,Closed,Deployment blocker: ap install fails post‑install validation.
10491,UWA Lab A,Account,Permissions,Medium,48,2025-07-24 13:56:00,2025-07-24 21:11:23.517157,7.3,Closed,Permissions not responding; user reports frequent timeouts.
10492,UWA Lab A,Account,Permissions,Medium,48,2025-07-24 12:35:00,2025-07-24 13:05:00,0.5,Closed,Request to configure permissions and verify connectivity.
10493,UWA Lab A,Hardware,Scanner,Medium,48,2025-07-25 10:24:00,2025-07-26 02:40:59.378391,16.3,Closed,Performance degradation observed on scanner during peak hours.
10494,UWA Lab B,Network,VPN,Urgent,8,2025-07-25 07:33:00,2025-07-26 21:32:37.462668,38.0,Closed,Request to configure vpn and verify connectivity.
10495,IKEA Perth,Network,AP install,High,24,2025-07-25 11:58:00,2025-07-28 03:03:18.551412,63.1,Closed,"Access error related to ap install, needs privilege review."
10496,IKEA Perth,Account,Permissions,Low,72,2025-07-25 16:15:00,2025-07-25 20:03:43.297643,3.8,Closed,Request to configure permissions and verify connectivity.
10497,IKEA Perth,Network,VPN,Medium,48,2025-07-25 14:11:00,2025-07-26 17:02:41.390859,26.9,Closed,Performance degradation observed on vpn during peak hours.
10498,UWA Lab A,Account,Password reset,Low,72,2025-07-25 12:22:00,2025-07-25 21:40:29.533412,9.3,Closed,Deployment blocker: password reset fails post‑install validation.
10499,IKEA Perth,Hardware,Printer,Medium,48,2025-07-25 07:40:00,2025-07-25 20:10:31.499764,12.5,Closed,Deployment blocker: printer fails post‑install validation.
10500,UWA Lab A,Network,WiFi,Medium,48,2025-07-25 07:43:00,2025-07-26 13:53:54.845948,30.2,Closed,Deployment blocker: wifi fails post‑install validation.
10501,IKEA Perth,Install,Cabling,Medium,48,2025-07-26 09:08:00,2025-07-27 12:51:26.646759,27.7,Closed,Deployment blocker: cabling fails post‑install validation.
10502,UWA Lab B,Account,Password reset,Low,72,2025-07-26 09:30:00,2025-07-26 11:33:07.833436,2.1,Closed,Deployment blocker: password reset fails post‑install validation.
10503,IKEA Perth,Hardware,Desktop,Low,72,2025-07-26 13:20:00,2025-07-27 09:20:48.237693,20.0,Closed,"Access error related to desktop, needs privilege review."
10504,UWA Lab B,Network,VPN,Medium,48,2025-07-26 11:10:00,2025-07-27 15:10:51.574860,28.0,Closed,"Access error related to vpn, needs privilege review."
10505,IKEA Perth,Install,Config,Medium,48,2025-07-26 10:12:00,2025-07-27 13:20:01.338243,27.1,Closed,Config not responding; user reports frequent timeouts.
10506,IKEA Perth,Network,WiFi,High,24,2025-07-27 07:21:00,2025-07-29 01:22:57.966330,42.0,Closed,Reported issue with wifi causing intermittent failures.
10507,Perth Airport T4,Hardware,Scanner,Low,72,2025-07-27 10:13:00,2025-07-27 21:02:40.487218,10.8,Closed,Request to configure scanner and verify connectivity.
10508,IKEA Perth,Account,Permissions,Medium,48,2025-07-27 15:02:00,2025-07-27 20:10:02.991171,5.1,Closed,Reported issue with permissions causing intermittent failures.
10509,Perth Airport T4,Network,Switch,Medium,48,2025-07-28 08:24:00,2025-07-29 05:19:09.812764,20.9,Closed,Performance degradation observed on switch during peak hours.
10510,Perth Airport T4,Install,Site survey,Low,72,2025-07-28 13:32:00,2025-07-29 15:10:34.541088,25.6,Closed,Reported issue with site survey causing intermittent failures.
10511,Perth Airport T4,Install,Config,Low,72,2025-07-28 14:35:00,2025-07-29 03:57:17.193354,13.4,Closed,Reported issue with config causing intermittent failures.
10512,UWA Lab A,Network,Switch,Medium,48,2025-07-28 12:40:00,2025-07-29 14:37:33.426014,26.0,Closed,"Access error related to switch, needs privilege review."
10513,UWA Lab B,Install,Site survey,High,24,2025-07-29 07:35:00,2025-07-30 08:49:42.904274,25.2,Closed,Site survey not responding; user reports frequent timeouts.
10514,IKEA Perth,Network,VPN,Low,72,2025-07-29 17:43:00,2025-07-30 05:50:56.599163,12.1,Closed,VPN not responding; user reports frequent timeouts.
10515,UWA Lab A,Account,MFA,High,24,2025-07-29 15:08:00,2025-07-30 11:01:26.533022,19.9,Closed,MFA not responding; user reports frequent timeouts.
10516,IKEA Perth,Account,Permissions,High,24,2025-07-29 09:27:00,2025-07-29 15:39:10.823200,6.2,Closed,Permissions not responding; user reports frequent timeouts.
10517,IKEA Perth,Account,Permissions,Low,72,2025-07-29 08:11:00,2025-07-30 00:07:24.470546,15.9,Closed,Permissions not responding; user reports frequent timeouts.
10518,UWA Lab B,Account,MFA,Urgent,8,2025-07-29 17:59:00,2025-07-30 01:55:03.233208,7.9,Closed,MFA not responding; user reports frequent timeouts.
10519,IKEA Perth,Install,Cabling,Low,72,2025-07-29 16:39:00,2025-07-30 21:49:30.748945,29.2,Closed,"Access error related to cabling, needs privilege review."
10520,IKEA Perth,Network,AP install,Medium,48,2025-07-30 15:54:00,2025-07-31 12:05:39.807384,20.2,Closed,Performance degradation observed on ap install during peak hours.
10521,UWA Lab B,Account,Password reset,Medium,48,2025-07-30 07:26:00,2025-07-31 04:26:59.692394,21.0,Closed,Reported issue with password reset causing intermittent failures.
10522,IKEA Perth,Install,Config,Medium,48,2025-07-30 14:55:00,2025-08-02 11:08:46.775082,68.2,Closed,Performance degradation observed on config during peak hours.
10523,IKEA Perth,Hardware,Scanner,Medium,48,2025-07-30 16:47:00,2025-07-31 10:02:15.541557,17.3,Closed,Performance degradation observed on scanner during peak hours.
10524,Perth Airport T4,Hardware,Printer,Medium,48,2025-07-30 15:34:00,2025-07-31 10:23:18.478620,18.8,Closed,Performance degradation observed on printer during peak hours.
10525,Perth Airport T4,Network,VPN,Low,72,2025-07-30 11:49:00,2025-07-31 09:39:10.572506,21.8,Closed,Deployment blocker: vpn fails post‑install validation.
10526,Perth Airport T4,Network,Switch,Medium,48,2025-07-30 08:46:00,2025-07-31 16:16:25.555436,31.5,Closed,Switch not responding; user reports frequent timeouts.
